id,x,y,z,prop
26815,10.340876,134.470691,50.727329,
26817,2.63384,34.309648,76.202684,
26818,2.437074,31.77527,-38.625232,
26819,11.698987,152.619796,-425.812582,
26820,6.872956,89.717105,2.316338,
26821,11.337096,148.01066,51.077599,
26822,11.608649,151.744319,28.311997,
26823,4.06803,53.187681,233.211535,
26825,1.810302,23.7068,43.449762,
26830,11.56787,151.759405,-98.859669,
26831,11.489687,150.862692,-46.308444,
26834,4.514469,59.49994,110.373109,
26835,2.256975,29.765743,-110.318302,
26836,5.972963,78.775888,-354.950862,
26838,2.489993,32.91354,-78.287971,
26839,6.429251,84.986595,84.133945,
26840,7.368483,97.47144,275.574743,
26841,8.710348,115.329126,77.247351,
26842,2.476228,32.863675,1.542124,
26844,8.004174,106.306351,90.228318,
26845,8.695516,115.585164,91.207032,
26854,8.092111,107.913983,-76.064396,
26855,8.52386,113.714293,80.976854,
26859,7.782908,104.083627,35.898909,
26860,3.697592,49.460941,-5.910953,
26863,4.719879,63.291484,198.887189,
26864,7.413655,99.574298,25.226048,
26865,8.130525,109.221838,71.983667,
26866,1.855006,24.926656,34.730337,
26867,1.478664,19.872588,-223.327897,
26868,4.736745,63.667422,-8.383789,
26870,7.480864,100.573135,9.707522,
26872,10.009009,134.664328,134.337415,
26874,3.248018,43.738967,152.81292,
26876,2.411136,32.499294,49.38856,
26881,8.160918,110.163955,52.366194,
26882,7.10965,96.132789,-68.168911,
26884,7.604841,103.088222,-14.526706,
26891,4.84367,66.076545,59.022344,
26896,11.406345,156.294566,-29.645171,
26897,5.535275,75.859677,-74.863855,
26899,5.582271,76.617292,-108.978886,
26900,5.162575,70.984287,-23.893156,
26902,5.387396,74.100498,127.161848,
26903,8.15031,112.1943,62.869077,
26904,10.400799,143.239884,175.479564,
26907,1.71031,23.630081,-26.149585,
26908,1.368854,18.919887,24.711305,
26911,3.353331,46.428642,-22.324893,
26915,2.932398,40.667927,-33.499973,
26919,0.737186,10.251771,-43.71135,
26920,9.791412,136.211641,10.759336,
26922,3.519173,48.984171,88.736478,
26924,3.036664,42.355394,-35.535151,
26929,9.095504,127.07788,-316.626054,
26930,3.332417,46.566437,80.660202,
26931,7.58557,106.058923,153.725462,
26935,4.213983,59.09778,-60.995841,
26936,6.955027,97.543493,-75.605838,
26938,10.197438,143.170958,10.047566,
26939,5.004609,70.309637,-238.560591,
26942,5.566498,78.384958,-8.598623,
26948,5.510243,77.829459,-27.86279,
26949,0.848661,11.996997,158.78073,
26952,3.860456,54.63712,116.097639,
26954,8.024685,113.699924,22.994801,
26955,2.798608,39.722849,-15.509459,
26959,4.156791,59.244986,137.41551,
26961,8.740062,124.804653,177.781853,
26962,5.584477,79.796227,152.734718,
26963,4.383885,62.655945,120.688913,
26972,9.813168,140.951925,-46.696079,
26976,5.897827,84.891837,-60.64174,
26978,9.678001,139.360678,-36.15877,
26980,3.664528,52.871883,97.51625,
26984,1.106706,15.997575,-296.30229,
26988,4.045643,58.690673,-86.226898,
26992,2.761506,40.231135,-7.12267,
26993,11.475304,167.391791,0.423324,
26995,6.254911,91.312615,-10.836773,
26996,8.89764,129.974362,-199.969406,
27001,2.581268,37.89149,32.328277,
27002,4.087684,60.031852,58.964873,
27003,5.857947,86.062115,-8.25247,
27006,0.558889,8.231515,-3.40875,
27009,1.623586,23.928324,-8.789271,
27010,8.919653,131.769101,10.021267,
27011,6.350864,93.861275,55.388986,
27014,0.5933,8.777321,-24.360276,
27015,7.360248,108.980233,-142.889301,
27017,7.372106,109.214782,-13.177243,
27018,7.026568,104.10579,-2.94147,
27019,8.35407,123.848423,-109.143622,
27020,6.231234,92.558995,-491.318638,
27024,3.963532,59.112087,-34.090221,
27029,9.256704,138.727917,138.259239,
27033,1.527354,22.943009,-73.654791,
27034,1.251539,18.809293,-41.819199,
27037,9.458746,142.827542,222.480755,
27039,7.773008,117.505837,90.611651,
27040,10.91609,165.30315,47.77265,
27043,2.829658,42.954606,106.43481,
27045,1.058387,16.090298,2.623846,
27046,8.720365,132.586983,105.687033,
27047,4.130322,63.033266,-45.555367,
27048,2.987638,45.601137,-2.068666,
27050,6.912514,105.616197,24.218407,
27052,3.832465,58.589102,4.114057,
27055,6.155952,94.429891,-84.555448,
27057,2.939257,45.182804,30.112773,
27058,5.396039,82.958689,276.802707,
27060,7.681864,118.298491,144.965421,
27061,5.486804,84.570962,-34.693606,
27062,3.722104,57.406504,-29.301107,
27064,4.564137,70.545038,305.404692,
27067,4.06039,62.86619,-38.861259,
27068,1.608846,24.918294,-43.117058,
27071,11.130962,172.601666,-110.674249,
27073,3.179682,49.341806,-72.549749,
27074,3.662896,56.870963,-68.422808,
27087,10.045511,157.222325,35.76201,
27088,9.509435,148.916042,120.722861,
27089,2.751213,43.106942,30.944314,
27090,7.779042,121.980022,-100.086851,
27092,4.952418,77.778564,-17.184824,
27093,9.650529,151.603675,67.886858,
27095,9.431081,148.639892,200.014814,
27096,3.545563,55.887789,-1.579006,
27100,1.823756,28.783093,37.129235,
27102,1.663954,26.283427,64.518269,
27103,5.267858,83.208566,-121.666146,
27107,7.410133,117.369963,56.678186,
27108,3.636232,57.70802,-62.842875,
27109,8.685959,137.886007,158.850012,
27114,11.324806,180.136697,98.793886,
27118,7.330996,117.195139,-72.000965,
27119,3.741873,59.888461,-17.058995,
27120,10.027161,160.71287,-395.852616,
27123,0.395848,6.382741,12.148099,
27124,5.649416,91.190002,111.422753,
27126,2.844784,45.936432,39.318632,
27127,4.091636,66.078729,-71.012839,
27130,5.02687,81.607971,96.843007,
27133,6.358833,103.347676,205.839153,
27134,10.390074,169.187156,76.267608,
27135,4.616343,75.230863,-56.883969,
27136,5.006003,81.590089,-19.178101,
27139,8.96171,146.663182,57.340843,
27140,8.407503,137.651042,-251.162626,
27141,1.059066,17.354633,13.237921,
27143,3.013754,49.403858,270.22984,
27145,6.40091,104.983483,9.388222,
27146,6.763807,110.967115,-8.297651,
27147,3.138628,51.514515,113.848161,
27148,6.956032,114.258215,44.596199,
27149,6.785677,111.550141,-13.860673,
27150,3.239409,53.324222,-130.320388,
27152,10.267718,169.583148,58.037055,
27153,2.014184,33.290208,-116.686591,
27158,4.372883,72.494753,222.64609,
27159,0.422982,7.015401,33.807599,
27160,9.221606,153.042409,-4.077783,
27162,8.703338,144.573974,117.600756,
27163,10.415656,173.181826,-75.958004,
27164,2.482654,41.326915,244.660756,
27165,3.58708,59.806202,-21.377329,
27167,4.504828,75.105049,-124.112643,
27168,6.680422,111.485142,72.178735,
27169,6.513568,108.888022,-43.695424,
27170,5.988262,100.352112,47.899187,
27172,5.51523,92.722817,-137.38318,
27175,3.781673,63.783917,182.565057,
27176,10.848835,183.090884,5.216944,
27177,5.839222,98.694143,-104.53833,
27178,0.995675,16.84167,-22.5679,
27180,0.55614,9.428012,34.31134,
27181,3.235583,54.84984,63.488803,
27183,1.994282,33.833156,50.466066,
27185,3.484498,59.233124,53.563749,
27186,6.621648,112.775322,74.823191,
27187,2.297818,39.202111,0.800767,
27190,4.957443,85.02356,-32.731022,
27193,4.450936,76.620321,-56.236664,
27194,3.3487,57.669674,-23.13642,
27196,6.347082,109.599221,21.439894,
27199,4.553315,78.746798,28.980253,
27202,8.923253,154.470094,-190.085232,
27204,10.863474,188.060344,-10.729978,
27205,2.589343,44.881312,-135.170241,
27207,4.06004,70.518572,-79.548663,
27211,1.53752,26.792325,-201.890185,
27212,5.157504,89.917839,15.107925,
27213,2.51284,43.83716,-24.229356,
27215,6.757905,118.191435,181.767291,
27216,7.878591,137.876876,2.333146,
27217,3.571635,62.596262,242.657462,
27220,1.188275,20.854933,-5.52761,
27222,3.515904,61.76503,-63.279119,
27224,6.079914,106.964878,-51.577223,
27225,5.494394,96.764598,121.936863,
27227,5.607502,98.804408,-98.275764,
27229,3.109747,54.914959,-54.625399,
27230,10.184404,179.994613,185.115347,
27232,9.620485,170.096193,133.511874,
27235,3.978563,70.479091,-149.759616,
27236,11.397511,201.903928,-110.435089,
27237,3.454539,61.33017,-11.529372,
27241,8.051318,143.243955,0.748601,
27242,7.163254,127.454543,35.31443,
27243,3.252998,57.976733,-54.378626,
27246,5.131498,91.580807,151.368783,
27247,7.782742,139.140436,30.485707,
27248,5.621401,100.697456,26.06075,
27251,7.386415,132.58023,121.789885,
27253,0.677437,12.19782,-15.122127,
27254,3.803861,68.52415,114.107136,
27255,0.761129,13.725101,-15.550982,
27256,8.282157,149.373729,5.400435,
27257,7.309298,131.887027,-94.825274,
27260,7.371599,133.311442,-169.178552,
27262,2.679628,48.556625,-24.922436,
27263,7.345948,133.163074,-105.064948,
27265,7.515147,136.338288,-13.120777,
27268,3.79467,69.028979,39.365046,
27269,2.188543,39.830376,114.61591,
27271,3.165162,57.701286,-44.766792,
27272,10.332023,188.446648,-139.588047,
27273,11.028253,201.163035,-37.459231,
27277,11.258333,206.202277,14.803464,
27278,3.522989,64.72244,130.568929,
27279,4.990364,91.717695,25.84374,
27281,7.870955,144.863102,-207.472997,
27283,2.209978,40.709882,-118.329818,
27287,5.333342,98.627787,138.445801,
27288,11.22634,207.804943,-318.220809,
27289,10.412264,192.874089,-150.878097,
27292,0.650756,12.09044,-8.903463,
27293,4.819229,89.665209,64.184361,
27296,10.098737,188.218531,46.644976,
27297,5.937366,110.777406,-82.604415,
27298,10.444137,195.314937,-33.326707,Saiph
27301,2.193853,41.181239,-132.423538,
27302,1.814924,34.133475,-28.746785,
27304,2.761639,51.964049,55.770947,
27305,9.413474,177.555094,42.509359,
27308,3.30924,62.568802,177.219856,
27309,6.397075,121.199414,16.971647,
27315,10.155993,193.271487,-166.192893,
27316,4.704482,89.663951,-13.142883,
27318,8.578792,163.746456,18.54925,
27319,11.677887,223.115256,-153.381668,
27323,5.856699,112.137141,-67.254583,
27324,4.898223,93.862492,-66.622707,
27327,11.589784,223.133654,-23.99424,
27331,9.617531,186.170716,-67.937966,
27333,9.311647,180.291501,-26.605929,
27334,2.460679,47.68553,-192.987922,
27337,4.272935,82.931991,-1.55215,
27339,7.182695,139.630587,-160.377925,
27341,9.039028,176.065325,4.95433,
27342,6.388338,124.750475,90.617213,
27343,1.340719,26.207382,-5.164877,
27344,6.279567,123.01947,-285.085372,
27345,8.038651,157.486285,3.434065,
27346,3.762279,73.76711,120.156498,
27347,10.043473,197.035484,-130.24696,
27349,2.004821,39.352507,-17.927213,
27351,7.73198,151.993399,-61.652618,
27353,7.937111,156.313658,59.671774,
27354,5.885148,116.307702,411.176663,
27356,4.920009,97.333065,-1.292141,
27360,9.822284,195.258269,61.39314,
27361,3.082359,61.352104,80.183906,
27362,3.410997,67.958051,-284.370328,
27363,4.001821,79.781071,10.58937,
27364,4.652421,93.069564,238.877904,
27366,3.085557,61.819038,-84.188567,
27367,0.753864,15.119563,-1.083709,
27368,4.544941,91.180543,-197.292751,
27369,3.610192,72.455262,-62.968352,
27370,7.382505,148.298223,-15.159246,
27371,5.967541,119.906043,156.983927,
27372,4.603972,92.544222,-34.890266,
27373,1.642857,33.039676,-27.691014,
27376,6.964942,140.663948,-35.93629,
27381,6.180302,125.593369,126.790593,
27382,5.623619,114.426032,37.762465,
27383,4.526,92.193351,-2.420063,
27384,9.77916,199.345074,2.527578,
27385,9.528192,194.61905,41.40717,
27386,3.143817,64.212466,-58.55176,
27389,10.572365,217.289009,-138.200925,
27390,7.507317,154.377103,127.561369,
27392,8.710725,179.778469,262.731411,
27393,9.531286,196.881121,-18.942538,
27394,5.039231,104.211374,-109.237969,
27395,3.007583,62.267896,-84.132434,
27396,11.218231,233.083637,80.700033,
27399,4.857404,101.274086,46.350723,
27401,5.71145,119.558386,-3.96848,
27402,2.954947,61.901864,-38.263592,
27403,2.671184,56.006361,109.13884,
27406,7.409789,155.612325,-23.020513,
27408,3.698801,77.797102,-15.256112,
27414,2.321024,49.098662,40.061577,
27417,7.605502,161.472059,62.492797,
27421,4.924244,105.069641,-17.37158,
27422,2.276504,48.610018,-37.358658,
27424,6.735962,144.273063,-237.277088,
27425,9.705832,208.079934,141.621813,
27426,6.876088,147.753799,56.894649,
27427,6.882389,148.090603,64.845105,
27428,6.217681,133.878727,107.519679,
27429,5.960737,128.367375,235.291352,
27430,6.644638,143.195668,-141.769946,
27431,4.688302,101.422944,73.717383,
27432,3.997678,86.495975,409.352406,
27433,6.790456,146.996586,49.574355,
27434,4.601758,99.664144,72.973928,
27435,9.945927,215.465037,53.465901,
27438,8.797217,191.736824,0.159823,
27441,8.028671,175.860659,-2.095133,
27442,3.392778,74.348536,16.706174,
27444,7.195442,158.309892,30.012741,
27445,6.662404,146.75178,-72.759983,
27446,2.835661,62.487613,-89.037757,
27448,3.599933,79.34572,-20.517151,
27451,7.85547,173.707007,155.241329,
27455,3.373053,74.913304,-129.047613,
27457,9.217171,205.472858,-110.841722,
27458,1.442143,32.262543,16.541267,
27459,1.511291,33.83482,21.971952,
27460,5.267148,118.559917,148.523312,
27461,1.339002,30.14806,-45.022342,
27462,0.620998,13.994656,-44.193647,
27463,6.789039,153.224929,-144.860561,
27464,6.915695,156.695668,-66.487255,
27465,3.045311,69.002956,-161.941932,
27466,4.476885,101.461835,120.355716,
27467,9.995108,226.535843,-0.726612,
27468,6.083304,137.996608,-81.759071,
27469,6.288388,142.9635,88.677413,
27472,2.788738,63.588627,112.81706,
27474,11.074786,252.769655,52.481665,
27476,6.099449,139.336063,0.373163,
27477,4.608753,105.425457,-285.045059,
27478,6.241694,142.904081,244.520918,
27481,4.70127,108.161505,18.838991,
27483,8.17266,188.213921,-19.462198,
27485,6.008661,139.113934,139.693643,
27486,6.035204,140.41871,-90.609391,
27487,4.079889,94.989816,-138.931923,
27488,5.40581,126.15513,-75.378717,
27489,4.017403,93.776234,-115.473572,
27490,1.824977,42.646634,-61.145711,
27491,7.583444,177.560517,13.748026,
27493,3.292499,77.099183,39.255434,
27495,4.160492,97.996268,-140.357144,
27497,0.684233,16.123107,-85.91016,
27499,1.741967,41.181085,-77.782083,
27501,3.151017,74.629183,-176.408501,
27503,6.564467,156.482547,-180.084388,
27504,6.294104,150.133653,13.032217,
27507,0.624826,14.977934,58.874736,
27508,5.899079,141.507758,-24.169826,
27509,1.550643,37.21525,-35.59408,
27512,5.391571,129.726133,-170.856432,
27514,3.906011,93.996147,23.989801,
27517,10.313705,248.584609,-39.338132,
27520,6.322721,153.009231,-8.47607,
27523,3.289194,79.848128,122.679278,
27524,5.006913,121.726941,208.571101,
27525,6.552258,159.386203,54.686069,
27526,3.120502,75.981892,70.870572,
27527,2.684674,65.37579,-131.700756,
27528,10.867959,264.768934,49.316134,
27529,4.046899,98.844547,95.571443,
27530,3.254521,79.503881,-107.20918,
27531,6.276131,153.433712,-3.83211,
27532,2.29047,56.01644,-171.236143,
27533,8.701973,212.948064,6.324207,
27534,4.689147,114.876684,-249.510279,
27535,0.382999,9.391268,-0.234532,
27536,2.829124,69.399722,36.164959,
27538,5.106643,126.38141,145.842521,
27540,1.755686,43.496205,-24.240217,
27541,9.090627,225.811755,85.269183,
27542,3.688998,91.782232,-76.397131,
27543,3.367763,83.814587,41.010494,
27547,6.263924,156.593885,-28.19799,
27548,7.866784,196.905426,167.140186,
27549,5.057785,126.708198,31.730061,
27552,1.919378,48.245124,-62.042435,
27554,3.343177,84.143934,-154.610615,
27556,2.157557,54.546564,68.663918,
27559,0.855327,21.672805,-15.624858,
27560,3.725485,94.488848,50.211629,
27562,7.427813,188.877513,-91.680968,
27563,11.701948,297.645325,398.483265,
27564,0.794581,20.244957,-55.372043,
27566,9.554967,243.810496,150.220854,
27567,7.176406,183.345907,-15.762514,
27569,4.981894,127.37315,97.126124,
27571,4.163345,106.468988,50.204157,
27572,2.202743,56.404516,11.483238,
27574,3.656969,94.074473,-257.288954,
27575,8.467389,218.380293,31.131631,
27579,5.893993,153.297251,24.019507,
27581,7.604685,198.791261,-208.50528,
27582,6.441362,168.965905,191.883809,
27583,6.964468,183.047484,81.274814,
27585,1.233354,32.555386,-12.426988,
27586,4.916561,130.149075,-363.47017,
27587,6.889168,182.57075,-164.28344,
27591,5.693779,151.396337,-311.090348,
27592,5.820642,155.570731,97.751142,
27593,2.804302,75.036605,-211.80261,
27595,8.359141,223.997363,40.543469,
27596,7.148022,191.718582,-61.972997,
27597,10.349951,277.754615,18.3355,
27598,8.350469,224.107371,74.794631,
27599,10.158269,272.68081,-13.90465,
27600,8.059906,216.538988,-213.148675,
27601,4.318203,116.061431,-49.124571,
27602,2.709355,72.844556,-99.073837,
27603,4.015597,108.053123,155.931614,
27604,2.033173,54.730173,44.585685,
27605,2.111848,57.030055,-114.619416,
27606,4.978675,134.57087,79.727175,
27608,3.789892,103.134816,-169.921009,
27610,3.24844,88.589465,103.209273,
27611,7.10422,194.03936,-1.452439,
27612,8.858654,241.96136,-92.152821,
27613,6.458915,176.992801,-418.620882,
27614,8.521112,233.551176,92.253369,
27615,8.45376,232.079687,264.671317,
27616,5.846473,160.545527,68.95508,
27617,7.046659,193.784451,102.419435,
27619,2.026748,56.151894,-33.052426,
27621,11.487345,319.096521,-58.817528,
27622,3.290012,91.485557,-77.214933,
27623,8.671758,241.439281,598.218168,
27624,2.822677,78.718961,-76.105302,
27625,10.377349,290.060071,-102.137248,
27627,9.986727,280.517658,121.367664,
27628,11.071245,311.895422,110.648535,
27629,3.207473,90.775042,-42.779494,
27630,8.382995,237.262422,127.628566,
27632,3.844683,109.236324,-79.151135,
27633,4.633802,131.700544,108.876291,
27635,11.620074,332.144002,-66.74487,
27636,6.555229,187.55572,-105.960144,
27637,1.790995,51.254955,39.828247,
27638,5.66343,162.671993,-45.159085,
27639,3.294877,94.682779,-58.051631,
27640,2.615654,75.173507,-13.010452,
27641,0.27631,7.982254,-116.412427,
27642,2.918405,84.438964,-103.838335,
27643,3.938806,114.629767,-55.801073,
27644,3.354225,97.625627,-15.54474,
27645,4.791403,139.492559,301.484523,
27646,1.583014,46.095669,-228.491546,
27647,2.048947,59.761443,-17.224138,
27648,4.223362,123.517474,107.294869,
27649,8.602064,251.851907,-24.268011,
27650,1.42346,41.707765,252.326773,
27651,2.185898,64.124191,-20.295323,
27652,6.891791,202.718186,-70.054945,
27653,8.59338,253.136261,-30.417386,
27654,5.614641,165.573171,132.06258,
27656,0.349012,10.332827,212.968798,
27658,0.736249,21.804464,69.10156,
27659,2.408871,71.359652,-39.020778,
27660,10.533728,312.702472,40.243949,
27661,2.573709,76.451612,127.128369,
27662,3.290267,97.74581,288.76552,
27663,4.25888,126.643205,-191.176256,
27664,3.356761,99.81175,128.653842,
27665,0.899356,26.752349,-424.689181,
27667,4.926372,146.980638,-113.672416,
27668,2.404707,71.889643,-111.426081,
27670,2.369695,70.923881,-72.026832,
27671,3.899017,116.783655,-78.28125,
27672,10.571314,316.668315,-41.01852,
27673,4.195905,126.011524,31.837438,
27674,7.416279,222.735963,107.713584,
27675,11.159729,335.341844,-5.37296,
27677,6.471504,194.781303,73.628307,
27678,10.729338,323.01047,116.787567,
27679,7.288268,219.622877,-108.561978,
27680,7.542045,227.616506,-292.075464,
27682,2.227485,67.568979,-107.777797,
27683,5.5419,168.12069,18.301679,
27685,7.109958,216.201896,-153.508345,
27686,7.369569,224.305113,-543.740699,
27687,4.449011,135.431701,-149.835316,
27688,4.909029,149.458356,-223.384844,
27689,1.624608,49.561708,-1.978959,
27691,2.538891,77.558577,-89.535117,
27692,6.657983,203.551068,-324.53085,
27693,2.408332,73.670939,62.17655,
27694,4.295966,131.393623,161.058231,
27695,4.630931,141.935893,211.137479,
27697,2.539872,78.138512,-60.274087,
27700,3.530248,109.019377,255.465886,
27702,7.655569,237.442633,-127.338802,
27703,4.861909,150.870895,-5.716025,
27704,8.286734,257.215406,23.260257,
27705,3.096743,96.321141,-21.837904,
27706,2.740079,85.417028,58.229118,
27708,4.656255,145.358216,120.204345,
27709,6.274942,196.080552,131.91492,
27710,4.091467,128.54978,-76.606028,
27711,10.185473,320.29598,-247.420662,
27712,5.441369,171.28754,7.234972,
27713,1.637511,51.738773,-47.893177,
27716,5.633597,178.897853,69.312675,
27717,8.953491,284.457367,162.794429,
27718,7.519794,239.125125,-190.480051,
27719,4.768334,152.148427,-104.857126,
27720,8.85997,283.383696,-179.506942,
27722,2.456299,79.02852,54.229659,
27723,3.098948,99.720714,-100.826068,
27724,1.312887,42.329952,34.532676,
27726,1.604353,51.953052,131.761419,
27727,5.214042,169.141329,-76.896162,
27730,2.400639,78.222203,4.167144,
27733,1.360869,44.517672,12.076543,
27734,0.616518,20.192503,-2.121469,
27737,6.807982,224.338733,146.633959,
27738,4.93333,163.086475,-212.730339,
27740,1.94459,64.632277,65.557593,
27741,2.560109,85.189583,-57.058132,
27742,8.363518,278.343129,-229.747583,
27743,6.008862,200.220315,-150.630049,
27744,2.001685,66.758614,-53.91896,
27745,7.088526,236.51512,-122.969426,
27746,2.819262,94.221844,374.416633,
27747,9.398722,314.510977,22.536203,
27749,4.354292,145.841665,-161.79111,
27751,1.787616,60.319811,12.622635,
27752,4.69289,159.117248,-102.614461,
27753,2.22167,75.357727,-140.835189,
27754,1.212762,41.183113,-30.224945,
27755,6.379751,217.303784,-41.048933,
27757,6.321039,216.160942,36.416923,
27758,5.701253,195.104806,-175.472624,
27759,7.491798,256.848064,95.046837,
27760,2.544339,87.223896,35.383619,
27761,3.345638,114.880414,60.114815,
27762,3.961272,136.046457,-19.902575,
27763,6.865324,235.947893,437.949823,
27764,11.075605,381.96165,-157.276697,
27766,4.414748,152.814996,-142.169802,
27767,2.728287,94.973727,296.683852,
27768,6.210702,216.360773,-40.814273,
27769,3.430395,119.693286,191.356756,
27771,1.712007,59.81656,-126.412365,
27772,10.864332,379.898961,124.734699,
27774,4.171142,146.043117,-138.931025,
27775,1.550728,54.47144,41.571659,
27776,6.30142,222.049146,-160.36039,
27777,4.514724,159.176987,-316.844576,
27780,1.522508,53.788815,-15.699581,
27781,11.630732,411.139833,198.321031,
27783,0.663885,23.636903,-90.417007,
27784,7.625885,271.790035,231.566564,
27785,5.861071,209.464594,6.377375,
27786,1.033616,36.985745,-56.264335,
27788,8.880793,318.442288,81.988001,
27790,5.107963,184.250186,149.820345,
27791,1.657649,59.933168,40.042523,
27792,6.263987,227.613492,-22.746485,
27795,8.665313,316.89068,-30.48242,
27796,4.325222,158.379537,207.529876,
27797,4.350521,160.067119,-178.514882,
27799,3.442772,127.819951,-321.528539,
27800,10.215617,380.506133,43.684813,
27801,1.809341,67.535136,-61.324113,
27802,6.365951,237.849221,291.063491,
27803,2.265335,84.777673,-147.413497,
27804,3.09324,115.893922,-89.068064,
27806,7.090341,266.761909,-58.644395,
27807,9.888093,375.100831,-133.90021,
27808,9.497379,361.062066,144.729966,
27809,5.242168,199.469467,-50.221148,
27810,1.3733,52.26245,11.513205,
27811,8.423963,320.63885,-82.243909,
27813,7.096648,271.237714,450.985655,
27814,9.729093,372.835911,87.728942,
27815,10.913185,420.648316,-49.820878,
27816,2.522848,97.278997,150.107914,
27817,4.451065,172.009037,-14.912281,
27818,0.167969,6.490966,-11.257094,
27819,4.917948,190.514482,330.695041,
27820,10.844245,420.648275,386.611014,
27821,0.305734,11.875322,-23.404792,
27822,1.959529,76.193694,-67.063851,
27823,2.483101,96.628091,-69.977859,
27825,0.997845,39.074568,-25.847235,
27826,3.330396,130.642528,23.61855,
27827,0.579104,22.800224,-27.532964,
27828,1.273709,50.309942,-105.426694,
27829,4.171344,164.905338,-178.04789,
27830,3.359101,132.991016,-14.931904,
27831,10.679908,423.563342,79.188856,
27832,1.18447,47.067285,-26.25644,
27833,3.510066,140.18291,7.902851,
27834,5.954558,238.181369,384.68195,
27835,4.745316,190.627888,-242.689873,
27837,11.535064,464.753508,210.189,
27838,2.821643,113.686085,57.04571,
27839,6.144151,247.83115,-118.389023,
27840,0.713047,28.818441,119.731268,
27841,1.504477,61.068051,-56.274434,
27844,0.199145,8.12391,3.002187,
27845,7.220804,295.169553,-83.171133,
27846,4.451521,182.13856,-15.073128,
27847,2.912497,120.19949,-127.336453,
27848,5.771665,239.198165,-76.685424,
27849,0.639805,26.540848,0.993087,
27850,4.084033,169.494598,23.991828,
27851,4.344445,180.796128,-26.746145,
27852,7.490094,311.965809,-16.65781,
27853,0.532175,22.18178,-7.946412,
27854,0.984589,41.150278,-60.667937,
27855,2.26074,94.837478,19.754629,
27856,4.170799,175.175015,-123.081983,
27857,2.535394,106.79167,45.246752,
27858,10.362139,436.797645,-206.102234,
27859,0.869104,36.665996,-6.066936,
27860,9.075025,383.540824,-27.262764,
27861,3.241651,137.480762,12.88723,
27862,3.28185,139.407205,-7.817733,
27864,1.888656,80.303618,16.321266,
27865,6.366685,271.360381,75.314816,
27866,2.291176,98.180149,-49.307634,
27867,1.612211,69.442198,-4.226887,
27868,5.161522,222.538437,-261.802049,
27869,4.57745,198.923551,-41.474768,
27870,6.158769,267.987628,4.532098,
27871,3.921386,170.941275,-22.140946,
27873,1.741122,76.299223,-103.424206,
27874,0.463785,20.353644,-86.851842,
27877,6.875991,305.001369,328.659093,
27878,0.474544,21.052513,-27.577916,
27879,0.530815,23.586191,-50.881819,
27880,0.925394,41.145542,60.348077,
27881,1.3686,60.958096,-66.873546,
27882,0.647533,28.855963,-81.547923,
27883,2.788758,124.354488,724.696666,
27884,5.387302,240.249383,-276.454687,
27885,11.353759,507.080024,371.87991,
27886,2.661559,118.995401,-99.724874,
27887,0.332959,14.95903,-57.685845,
27888,6.027508,270.826382,112.318233,
27890,4.006156,180.099484,-29.115871,
27892,4.701453,212.061783,53.751177,
27893,5.270289,237.925547,24.428591,
27894,7.904994,358.055688,33.563411,
27895,1.741315,78.905329,-134.569132,
27896,11.596881,525.670066,188.776762,
27897,2.655844,120.499694,-269.237994,
27898,6.277031,284.96018,-189.844986,
27899,3.045782,138.272038,1.393568,
27900,0.633482,28.782484,-64.541569,
27901,1.339199,60.860381,-13.985604,
27902,1.583833,72.06398,124.288743,
27904,1.582202,72.2678,44.646806,
27905,1.610523,73.589439,-68.134215,
27906,5.552503,253.971067,-343.651174,
27907,3.332616,152.497926,-89.154549,
27908,1.107053,50.768885,-73.148469,
27909,0.975586,44.759957,-55.264721,
27911,0.893306,41.208799,-0.365444,
27912,1.79861,83.465304,43.167611,
27913,0.858795,39.972148,-129.276645,
27916,1.347361,63.272659,-10.942907,
27917,3.653324,171.685282,-5.777244,
27918,0.542936,25.721591,110.289326,
27919,3.189296,151.364387,19.682142,Betelgeuse
27920,2.90894,139.062473,260.133608,
27921,1.049677,50.398545,-166.447038,
27922,1.649378,79.237254,-78.050598,
27923,0.578631,27.819597,248.446277,
27925,5.711814,275.517966,-324.244697,
27927,2.045063,98.941203,22.656897,
27928,5.317735,257.696514,-18.267542,
27929,4.713279,231.718216,-236.492598,
27930,4.204138,207.284548,431.216801,
27931,9.136187,455.455064,524.147154,
27932,2.278198,113.857806,-9.61411,
27933,5.272241,264.43846,342.705793,
27934,4.520607,227.367255,33.628182,
27935,2.235267,112.622977,85.209303,
27936,2.430691,122.745054,-97.838215,
27937,2.29824,116.22402,-63.480526,
27938,0.852137,43.142622,299.017291,
27939,8.311359,422.752528,-73.556489,
27940,1.597973,81.348628,-61.581503,
27941,1.896957,96.660142,-7.806688,
27942,10.039711,513.56567,489.021854,
27943,0.852155,43.684837,105.603646,
27944,8.941173,458.549525,-8.50825,
27946,1.071224,55.311008,-147.443514,
27947,7.21875,373.866719,-206.881441,
27948,10.231614,531.21822,-182.535708,
27949,1.956751,101.665673,-8.518289,
27950,3.276537,170.700627,90.902417,
27951,1.240854,64.767641,-37.275212,
27953,4.983443,261.08659,352.385937,
27954,5.444757,285.860427,-164.851302,
27956,1.617096,84.950482,-210.793406,
27957,4.188075,220.440365,18.307278,
27958,6.375494,335.753889,193.546064,
