id,x,y,z,prop
14275,11.15893,11.61635,-70.704685,
14409,9.958335,10.534844,0.497411,
14483,9.696309,10.354058,-51.17711,
14485,10.815235,11.550916,-81.32494,
14494,9.087082,9.713386,-41.733563,
14519,11.542528,12.370176,-9.079367,
14529,11.435347,12.265896,-105.861083,
14551,7.35182,7.909694,-18.83471,
14596,4.634786,5.016825,8.029067,
14597,3.484956,3.772466,20.66178,
14633,7.449241,8.094836,11.285833,
14695,11.352731,12.417347,1.741281,
14703,8.405487,9.198918,-44.322177,
14718,2.517808,2.760182,-9.533701,
14724,3.989997,4.380099,-62.022939,
14808,6.180406,6.846667,61.501273,
14826,9.131248,10.135747,48.840454,
14843,8.329775,9.25728,-6.899408,
14908,10.126216,11.310861,45.519733,
15050,11.56202,13.133718,22.679037,
15057,11.330329,12.890659,-8.536727,
15093,11.140358,12.715058,-17.301971,
15118,11.704487,13.388901,-49.654045,
15163,4.256475,4.894832,-28.992273,
15182,4.972459,5.731781,12.222746,
15293,3.596056,4.201871,-10.658337,
15328,8.424485,9.874675,10.23339,
15333,3.603559,4.227199,-10.6734,
15377,6.286479,7.407921,38.951043,
15400,10.489778,12.387809,-11.964536,
15419,5.88441,6.973226,0.537318,
15471,2.839238,3.381499,-4.127499,82 G. Eri
15501,11.165927,13.330133,-128.023479,
15508,11.064813,13.225077,79.316122,
15535,6.93697,8.313665,-160.406673,
15581,11.468022,13.805663,78.158335,
15599,1.56136,1.883392,13.82817,
15606,8.03103,9.692192,-95.326372,
15617,9.631893,11.640631,-50.85339,
15634,9.083893,11.011085,18.490045,
15732,7.912869,9.707732,-14.922561,
15735,7.817887,9.593053,-14.743993,
15758,11.703577,14.395875,17.889742,
15760,8.407955,10.344851,-11.216172,
15764,4.704546,5.789952,-48.52163,
15804,8.978977,11.095518,50.344142,
15805,11.216811,13.864962,7.860195,
15847,11.458299,14.227703,-77.558942,
15880,9.592,11.950905,-1.438782,
15929,8.67416,10.866342,-36.86649,
15934,10.629605,13.32282,-15.886053,
16030,4.643275,5.889283,-15.041235,
16046,10.51567,13.363998,-27.559187,
16076,11.032149,14.072309,-60.133016,
16092,6.349814,8.112401,-111.381383,
16095,7.242316,9.259198,-4.233158,
16109,11.025079,14.118246,87.879004,
16134,8.654671,11.115482,70.655384,
16152,6.973132,8.972895,249.741592,
16204,6.026531,7.809946,-19.30869,
16235,5.664859,7.37286,89.04137,
16449,5.492665,7.311251,102.686721,
16495,4.569153,6.114994,-7.554493,
16496,1.89897,2.541426,-0.528523,
16499,11.609616,15.54624,-46.656969,
16540,9.54198,12.830388,27.055046,
16605,7.76989,10.520141,44.365997,
16652,11.208776,15.252598,-36.29403,
16670,5.339596,7.283334,-10.178661,
16714,5.650157,7.74514,152.370493,
16727,6.863249,9.426598,-86.400723,
16740,10.202714,14.038361,-169.763776,
16811,8.163865,11.327087,0.097883,
16846,9.998591,13.929702,56.378095,
16873,9.170856,12.819526,-58.104742,
17077,10.741315,15.337376,38.171774,
17086,10.26536,14.672689,36.512072,
17116,9.377873,13.454096,-18.166168,
17143,4.036675,5.808753,-49.021781,
17154,0.820454,1.181583,92.069763,
17171,6.761611,9.767609,45.60344,
17206,11.404289,16.53474,28.920238,
17222,10.659641,15.486693,-36.530519,
17229,8.878835,12.909101,-78.910102,
17245,9.353101,13.616185,-159.402738,
17286,7.128836,10.42577,-152.382875,
17336,5.006502,7.370189,-1.533131,
17363,8.954618,13.245097,4.786689,
17372,9.49558,14.061364,5.081392,
17378,7.373935,10.924326,-4.566838,
17397,7.028771,10.43559,-9.930118,
17398,7.098485,10.543736,-27.019807,
17416,11.561683,17.22439,14.511262,
17426,11.390005,16.980388,12.859974,
17444,10.367981,15.484689,-51.27398,
17449,9.996182,14.934075,18.632638,
17473,9.930115,14.865093,-49.180323,
17502,10.564603,15.871272,-10.078888,
17567,7.287317,11.045047,6.515626,
17609,8.889125,13.538595,-6.958253,
17625,9.003724,13.73757,14.494677,
17631,2.294839,3.505171,114.078394,
17637,9.756821,14.915528,-63.149939,
17641,11.660663,17.834708,-44.334053,
17648,8.838965,13.526065,-66.899457,
17653,8.815285,13.495454,-0.555074,
17701,9.166296,14.110594,0.819361,
17706,9.382212,14.44992,-36.67349,
17707,3.43374,5.28837,16.149783,
17708,4.664389,7.184175,21.944659,
17722,7.761348,11.973281,-52.136817,
17889,7.167076,11.257654,-109.811529,
17930,8.972007,14.159718,33.555335,
17936,10.84541,17.12123,-18.614159,
18021,9.322539,14.869134,96.651361,
18094,6.956627,11.202744,-97.930333,
18114,7.510144,12.126572,-116.639882,
18137,10.743871,17.41761,-15.458484,
18222,10.194449,16.712208,5.841869,
18235,8.042154,13.199902,-1.850232,
18279,5.254758,8.665031,18.408165,
18298,7.319171,12.097926,-30.720251,
18366,5.714208,9.528113,18.968679,
18390,8.166337,13.658844,191.648111,
18391,9.478469,15.853678,56.251568,
18404,6.836553,11.446424,-11.73098,
18418,8.207347,13.766584,21.707526,
18465,7.909894,13.358713,-0.314208,
18727,1.924127,3.377703,15.777964,
18797,6.095556,10.823331,-22.742447,
18813,9.229661,16.415565,-0.088392,
18825,4.924955,8.770882,-153.280094,
18852,4.031777,7.204078,-2.235649,
18868,7.281111,13.034688,10.560881,
18888,6.687318,12.004675,92.796664,
18907,10.846813,19.51583,156.392122,
19028,7.532952,13.778856,6.347496,
19097,10.399747,19.192596,90.336805,
19117,10.261867,19.014743,-8.230695,
19140,5.313592,9.862276,-68.681772,
19157,11.425468,21.265517,13.382011,
19185,4.849705,9.05975,-21.278304,
19189,6.51449,12.175024,52.17038,
19200,10.186193,19.054366,-28.230531,
19203,5.539292,10.364379,-97.332321,
19205,3.198426,5.985352,88.629466,
19207,7.559565,14.153726,12.570181,
19241,7.365809,13.864869,85.681877,
19253,9.845284,18.562701,20.76613,
19285,6.149014,11.637438,-22.368714,
19287,7.724117,14.620741,12.937551,
19289,5.228784,9.898763,7.448307,
19324,10.26013,19.496822,466.770036,
19346,4.156435,7.921972,-12.034456,
19353,8.241413,15.726267,60.211145,
19374,3.036887,5.808041,17.568376,
19388,8.3232,15.942878,-138.305567,
19405,1.147302,2.204586,42.156471,
19412,8.684776,16.691429,114.883819,
19418,8.98808,17.288659,-36.036029,
19466,9.029751,17.502499,-296.081611,
19540,7.130302,13.982186,-139.967851,
19606,3.994932,7.9003,24.592042,
19689,1.954549,3.917286,35.240581,
19697,11.637776,23.342255,-23.728596,
19726,11.7107,23.588054,-70.606596,
19730,10.180685,20.514413,-43.944776,
19782,9.15686,18.600769,-1.601946,
19791,2.746166,5.582705,25.498748,
19799,2.179524,4.432894,-0.66374,
19805,9.223593,18.792356,2.274018,
19809,9.339667,19.039395,2.298873,
19811,6.404172,13.063904,23.762852,
19815,11.687354,23.862213,60.949494,
19834,3.418184,7.004311,-10.460011,
19840,6.98852,14.327016,-156.422566,
19843,5.584439,11.453148,-16.011327,
19871,4.063966,8.377204,-15.682734,
19880,9.336082,19.25773,15.837302,
19898,9.082138,18.765274,-4.643329,
19905,10.053667,20.78753,-187.980988,
19909,6.15216,12.72282,33.149269,
20001,9.504047,19.922941,-127.980256,
20094,8.040149,17.067885,-102.00426,
20148,10.9717,23.462562,-482.39695,
20172,7.566264,16.224955,13.240577,
20227,9.367364,20.269144,-37.772637,
20239,8.27191,17.923095,140.058472,
20248,3.192246,6.921957,-51.495214,
20252,9.848867,21.365997,-17.00281,
20260,5.156395,11.193696,115.352809,
20265,9.972204,21.661954,158.212878,
20275,0.944578,2.055476,-59.23362,
20309,8.623476,18.83489,23.280416,
20392,10.658021,23.590145,-129.717438,
20397,5.120401,11.347072,-99.932444,
20500,6.112415,13.761577,-23.250573,
20558,6.130021,13.911403,-69.635702,
20560,5.147875,11.689404,-58.502098,
20572,7.486455,17.045027,-38.305577,
20578,10.623862,24.235919,-25.698217,
20585,11.462366,26.167177,57.615119,
20587,11.361404,25.94616,-94.565861,
20617,11.074955,25.370119,55.948267,
20625,5.856286,13.430718,-40.242162,
20638,9.743695,22.386158,38.316253,
20670,10.0271,23.181404,32.921349,
20671,8.132407,18.802132,56.573776,
20729,8.920063,20.786903,-24.21243,
20748,7.576881,17.723397,20.564051,
20808,9.756389,23.046434,230.664858,
20814,10.113396,23.923794,142.155323,
20839,10.801099,25.641835,68.354779,
20845,7.004707,16.64352,99.382935,
20865,4.086695,9.745911,4.253197,
20868,10.926614,26.080563,-76.084081,
20905,8.04262,19.324247,131.142241,
20929,9.662692,23.321299,-78.982703,
20930,4.182573,10.098379,93.614417,
20946,7.433102,17.986589,-47.875233,
20948,4.059005,9.824722,0.985911,
20954,11.511861,27.888016,0.516036,
21034,7.024122,17.201502,-4.46576,
21035,8.553286,20.949784,-112.558525,
21036,1.086377,2.661819,4.780431,
21089,8.197499,20.272374,-85.670595,
21113,3.412543,8.474642,41.635493,
21170,7.325216,18.397104,-14.892531,
21182,10.934834,27.512385,-300.66069,
21194,11.254325,28.393072,97.036399,
21200,7.593584,19.170854,-40.162986,
21219,9.90046,25.082402,2.541891,
21223,3.992371,10.122846,22.951123,
21228,10.857822,27.56288,-42.378779,
21231,5.955662,15.123255,-15.43751,
21233,10.78551,27.395433,-50.606634,
21266,8.552878,21.881923,242.768223,
21274,8.307634,21.26455,-16.379515,
21299,10.494565,26.946763,23.536185,
21316,11.35503,29.233345,49.076604,
21333,1.055435,2.728246,37.394736,
21354,6.843608,17.760735,111.25033,
21368,7.02722,18.287604,5.806661,Aldebaran
21380,6.022453,15.710228,24.400412,
21383,10.836551,28.316046,11.965235,
21403,2.014621,5.278709,-43.397442,
21426,9.086167,23.906893,-48.256872,
21427,7.408915,19.498585,-182.977026,
21429,5.677691,14.947421,8.19354,
21434,8.531178,22.482868,149.827618,
21436,11.260622,29.684822,-8.439835,
21439,4.932527,13.014757,23.50298,
21447,7.731706,20.424709,302.242312,
21486,10.306613,27.366596,-19.21219,
21494,10.344537,27.521998,-1.270113,
21500,2.144056,5.710386,8.063288,
21503,3.828396,10.198489,-2.12513,
21505,10.981326,29.264379,27.762353,
21506,11.261287,30.010079,164.695027,
21518,5.195751,13.872736,26.372199,
21541,11.405856,30.579706,-8.321655,
21557,8.399657,22.577952,-52.655528,
21645,10.515345,28.705696,-30.703281,
21657,10.343356,28.306704,5.244659,
21668,7.596307,20.816402,-111.983955,
21677,9.055143,24.867932,35.730538,
21678,4.036301,11.084617,-35.26789,
21680,8.752562,24.054493,-15.426306,
21697,5.589692,15.401076,39.727946,
21703,5.379895,14.840738,-26.213784,
21711,7.634714,21.106379,93.975248,
21712,6.607263,18.274199,-3.145941,
21717,5.101798,14.124725,-13.457617,
21764,4.147652,11.602164,4.7054,
21767,11.549023,32.312283,-44.922996,
21779,6.860145,19.266932,18.491602,
21794,8.3672,23.575143,19.742356,
21797,9.349836,26.368825,-44.809296,
21808,7.623137,21.544405,-17.311611,
21812,8.443726,23.87328,-17.028739,
21831,5.305858,15.038941,25.233755,
21836,8.797858,24.959563,-48.987777,
21844,10.968668,31.150525,-98.678584,
21868,4.781305,13.660333,33.663669,
21879,2.894283,8.279782,3.012961,
21881,8.222061,23.52506,-24.230469,
21907,5.208364,14.962284,-22.287689,
21935,6.353568,18.345574,10.187464,
21936,7.646923,22.082913,-257.338967,
21953,9.134303,26.462808,-31.450606,
21958,5.659734,16.406409,96.101668,
21969,7.668822,22.298268,-96.770106,
21979,11.556713,33.651681,38.109528,
21987,10.949339,31.95881,-57.887619,
22006,8.111764,23.792681,-19.026035,
22040,9.060159,26.783388,154.921298,
22050,8.033458,23.815373,-152.502232,
22068,6.727722,20.005899,-20.309508,
22069,4.268602,12.691773,-16.000076,
22089,9.741271,29.070072,-34.092623,
22092,8.981554,26.815235,-65.095525,
22097,11.026927,32.949431,-78.329329,
22100,2.374462,7.097505,31.442091,
22107,5.682261,17.002561,86.901283,
22113,6.965972,20.857338,210.269786,
22122,10.339152,31.024117,1.867683,
22129,9.370677,28.148637,29.554086,
22135,8.687044,26.109602,143.585845,
22176,9.581774,29.002718,-54.215598,
22196,10.22162,31.163511,-60.344636,
22210,3.945704,12.072764,-3.867261,
22225,11.269446,34.587618,-59.041132,
22228,8.777143,26.950015,-24.161261,
22233,11.635776,35.810017,-33.775135,
22234,8.938764,27.512543,44.134925,
22235,7.852184,24.173364,-4.909964,
22242,3.017642,9.299257,-60.224409,
22247,9.125595,28.134592,43.201153,
22259,7.996642,24.730601,63.57336,
22283,8.058285,25.025977,-2.612198,
22296,8.634016,26.852487,9.552523,
22308,3.492656,10.88475,45.649197,
22325,3.306552,10.336326,-359.548404,
22342,10.60756,33.249078,-21.325387,
22352,6.448384,20.233471,128.982487,
22371,7.254394,22.850007,-6.329518,
22376,11.58021,36.481028,51.472785,
22378,5.322312,16.782527,-24.127848,
22386,9.914097,31.302508,-8.046618,
22396,2.413721,7.63677,0.977904,
22398,4.373274,13.84333,-10.206091,
22445,3.884681,12.399479,25.872276,
22451,1.037524,3.31856,-42.981596,
22465,4.929363,15.809768,-118.321008,
22475,9.920118,31.887567,79.314814,
22478,7.34599,23.629489,-33.394041,
22481,6.809345,21.909946,-30.961047,
22506,10.686576,34.564789,23.395995,
22509,6.748372,21.848566,-30.797059,
22510,6.106025,19.770013,-51.392977,
22517,9.597733,31.126551,47.995364,
22522,7.557272,24.523682,18.518118,
22543,6.172784,20.104257,21.652009,
22549,7.290537,23.757919,-17.949922,
22554,11.595543,37.828784,9.612365,
22560,10.984343,35.888018,-128.5,
22562,4.782109,15.629591,37.583277,
22569,9.357694,30.634305,-104.740567,
22574,3.564852,11.677498,1.386033,
22585,6.171052,20.254873,21.155022,
22592,1.282219,4.216675,-33.368903,
22593,1.018327,3.349261,-276.220919,
22598,4.253654,13.992423,-70.44024,
22633,11.16757,36.94529,-115.839715,
22650,4.23574,14.059107,57.647413,
22662,7.071678,23.525938,10.042711,
22664,2.822419,9.391839,-30.929229,
22670,11.610217,38.734776,-192.652385,
22686,1.783145,5.973835,-9.194274,
22709,3.285536,11.062177,-3.699113,
22710,5.884736,19.813383,-192.316117,
22715,7.959514,26.81183,67.479553,
22719,10.94785,36.915503,-14.426124,
22723,6.426579,21.673834,16.885679,
22724,8.488127,28.63092,78.775698,
22734,5.819249,19.667559,-14.578417,
22735,6.885212,23.280141,79.646129,
22791,4.447142,15.228741,-25.937384,
22792,9.83882,33.698243,6.285324,
22805,11.612122,39.890844,42.625837,
22826,7.184403,24.765397,73.360871,
22838,11.452442,39.557888,-141.400348,
22852,9.820942,34.047592,-15.218433,
22853,8.717466,30.249166,11.459214,
22854,4.349849,15.09475,-8.551994,
22866,9.602271,33.449285,2.84302,
22868,10.111581,35.231585,-21.900988,
22880,7.26649,25.378464,-55.546877,
22887,10.648973,37.246682,1.985607,
22896,10.659434,37.333429,17.769259,
22900,9.343536,32.749313,-42.127186,
22908,4.621099,16.231686,35.228564,
22920,5.556257,19.572137,66.346861,
22956,2.849209,10.098716,89.313835,
22962,7.55475,26.788029,96.048567,
22966,10.584745,37.556895,46.373938,
22973,11.483629,40.790838,19.537793,
22992,8.845866,31.622972,-59.94856,
23026,7.508087,27.06849,19.139054,
23039,9.985909,36.126068,73.656764,
23046,9.943846,35.98838,31.392573,
23051,9.161166,33.19326,0.27283,
23064,6.476405,23.557168,-116.803984,
23074,11.724673,42.708861,-7.279823,
23086,3.211395,11.73215,14.990885,
23093,2.773224,10.14466,12.466791,
23094,3.90834,14.298596,-112.146766,
23103,7.6527,28.028682,-52.647152,
23112,10.209233,37.461674,-11.41002,
23116,10.283346,37.773898,78.070464,
23117,11.679271,42.90906,-88.901534,
23125,10.806482,39.813476,32.104087,
23126,5.337629,19.667748,-194.630689,
23144,5.732087,21.219584,25.08921,
23146,6.740727,24.973816,0.805473,
23151,11.436736,42.394213,21.355403,
23152,6.296206,23.343631,202.644349,
23154,9.361766,34.71893,-6.979268,
23160,10.202339,37.902753,11.193575,
23194,8.718085,32.644303,-20.869936,
23205,8.900477,33.387148,16.212682,
23211,4.640652,17.424132,116.397142,
23232,9.380859,35.357193,9.381253,
23234,8.740675,32.94563,2.153877,
23240,9.866088,37.248169,-109.565793,
23247,8.671299,32.761812,20.280232,
23249,9.483857,35.84327,390.400244,
23254,3.701019,14.004205,-22.52557,
23256,2.212605,8.376843,-0.872994,
23262,5.715005,21.656794,40.615643,
23263,2.573838,9.758874,46.583633,
23285,10.382384,39.596735,-90.043814,
23287,4.178314,15.944997,-36.622022,
23317,2.867732,10.987783,-143.852576,
23325,4.33978,16.660889,31.159926,
23328,7.353419,28.240422,-55.092583,
23329,8.374002,32.162749,15.241846,
23336,11.252968,43.273518,-213.713339,
23337,6.370386,24.50305,282.1525,
23340,8.98179,34.566341,13.587846,
23341,9.12415,35.114772,18.224478,
23347,8.785255,33.831235,17.54204,
23358,3.207811,12.389756,-53.840239,
23363,8.189647,31.655588,5.755571,
23370,5.341367,20.688343,56.13107,
23376,7.266208,28.179436,7.299756,
23382,3.126091,12.14986,-18.656097,
23388,9.510079,36.998033,9.460972,
23397,1.985393,7.742932,-3.109538,
23428,4.211792,16.526961,-19.724788,
23429,2.696981,10.588526,25.521927,
23454,8.961181,35.473436,52.087677,
23457,2.150567,8.520023,-2.749301,
23461,5.586743,22.145521,-9.812676,
23463,1.998265,7.925906,10.89792,
23470,8.684356,34.469942,102.220729,
23475,3.569256,14.187028,28.80838,
23477,3.549649,14.120023,28.680628,
23492,4.20891,16.826357,-93.645365,
23497,10.052016,40.225843,-35.547669,
23500,5.740364,22.980285,-21.137165,
23508,7.59419,30.452924,17.309482,
23519,11.649124,46.802501,-43.984256,
23524,1.954444,7.864137,97.703737,
23530,10.289564,41.477163,43.913086,
23538,11.368568,45.915315,-8.468014,
23540,10.872233,43.938165,-32.265726,
23562,11.24011,45.642123,164.654593,
23572,9.689279,39.442288,-8.410239,
23586,3.46371,14.126108,-38.226292,
23600,9.470167,38.728316,37.587833,
23631,10.053818,41.450127,-28.566748,
23637,8.52066,35.159904,47.716012,
23638,1.474776,6.085643,-9.818715,
23639,7.186129,29.654511,40.213922,
23652,1.465829,6.081014,-9.839066,
23661,10.564371,43.936692,-11.194637,
23665,4.216351,17.547919,-61.296274,
23675,7.014269,29.273277,78.30609,
23682,9.165223,38.289902,-129.081988,
23684,4.818239,20.134962,88.435405,
23687,5.943037,24.844294,-49.6834,
23692,11.277587,47.209539,57.793191,
23695,11.163572,46.769073,15.452948,
23721,1.867586,7.868977,-36.685019,
23728,3.765141,15.889624,20.601167,
23731,5.283492,22.308835,5.906108,
23761,11.044827,47.038601,-15.049273,
23763,8.283884,35.292581,-12.760471,
23769,1.171274,5.004603,-47.778174,
23776,8.14869,34.890033,-7.937366,
23780,3.324007,14.241868,4.934537,
23786,8.869036,38.090377,-55.831065,
23792,0.857457,3.68585,-191.901291,
23797,6.181471,26.583543,4.553426,
23801,8.594839,36.970567,-51.402673,
23814,3.514987,15.162709,41.693229,
23820,6.156194,26.585876,-2.429001,Cursa
23821,5.060378,21.859056,-93.02622,
23829,7.346535,31.776683,16.139078,
23830,11.725203,50.71891,219.126681,
23832,9.929319,43.014627,43.091108,
23836,11.196235,48.546431,169.183736,
23858,6.715069,29.243491,38.916136,
23867,10.765095,47.044961,70.010577,
23868,9.082995,39.725216,-35.692091,
23871,8.96884,39.237447,-35.2527,
23877,1.95987,8.588938,-2.891723,
23886,5.630937,24.74883,-1.978036,
23911,11.667543,51.65868,403.039493,
23929,6.193848,27.557951,-60.930728,
23931,11.473402,51.090615,-72.713765,
23949,9.153224,40.959237,113.090617,
23950,11.678438,52.270037,-108.737439,
23951,10.092618,45.196803,26.511692,
23953,9.188541,41.160229,-41.206299,
23954,8.353376,37.424536,73.597305,
23961,10.001388,44.861497,26.321696,
23962,3.672368,16.477105,36.069841,
23964,10.099228,45.322089,24.720897,
